Sentence	ACCURACY MENTION?	comments	Normalized Ann1	Normalized Ann2	Consistent?	Decision		
This hypothesis is also supported by the findings that aCD4+ NKT cells contain a higher level of T cell receptor excision circles than aCD42 NKT cells [32] and that CD42 NKT cells are absent in neonates and only begin to accumulate after about 6 months of age [32–34].	Y		Y	Y	TRUE	Y		
which tests the null hypothesis Ho : s (A∗ , B∗ ) = 02 . The Composite Log GAIC GIMT (Non-Directional) tests a null hypothesis similar to the null hypotheses associated with the group of non-directional 1 degree of freedom GIMTs discussed by Cho and Phillips [37] that compare the arithmetic mean and harmonic mean of the eigenvalues of the matrix (A∗ )−1 B∗ .					TRUE			
In such studies the fundamental hypothesis is that the temporal coherence of BOLD signal time-courses marks the degree to which two regions are functionally connected [25], although this simple model does not imply causality and further inconsistency of such reports is caused by the large number of signal and image processing approaches that are in use [26].					TRUE			
To do this, we used PAUP* to constrain the posterior distribution of phylogenies from the four independent runs of MrBayes (minus the 10% burn-in for each run) to conform to each of the following hypotheses : monophyly of bonobos, western chimpanzees, eastern chimpanzees, central chimpanzees, Nigerian-Cameroonian chimpanzees, all chimpanzees, and reciprocal monophyly between chimpanzees and bonobos.					TRUE			
In fact, evidence for a multiple prooxidant state in young DS patients would appear to support the hypothesis that ROS overgeneration could potentially contribute to some pathologic manifestations of DS, especially accelerated aging [8, 9].	Y		Y	Y	TRUE	Y		
These results are consistent with those where the ITCZ shifts southwards due to the ice-sheet induced NH dramatic cooling (Chiand et al., 2003, 2005; Broccoli et al., 2006; Braconnot et al., 2007) and with the hypothesis that the ITCZ should move towards the relatively warmer hemisphere in response to a differential cooling (Brocolli et al., 2006).	Y		Y	Y	TRUE	Y		
(Lower recombination induces higher linkage and higher variance in the entries of the AFS.) As we demonstrate below, the efficiency of our diffusion approach enables both conventional and parametric bootstrap resampling of the data, allowing us to accurately estimate confidence intervals for parameter values and critical values for hypothesis tests [26], accounting for any degree of linkage found in the data.					TRUE			
GM damage has been demonstrated [32,33], our results would support the more recent hypothesis of the partial independence of pathological processes affecting WM and GM both at early and later stages [26,35,36].	Y		Y	Y	TRUE	Y		
F = 0003, which is less than 0, 05 . This can be interpreted as follows; a probability of 0,95 rejects the null hypothesis , ie there is a link between the share of turnover from tourism and the share of staff employed in tourism, the number of tourist establishments and the number of tourists accommodated.	?		?	Y	FALSE	 		
The conflict-specific bilingual advantage: evaluation of the BICA hypothesis The BICA hypothesis predicted a bilingual advantage in conflict processing such that bilinguals would demonstrate smaller behavioural interference effects and smaller Ninc amplitudes [64,91] compared to monolinguals.					TRUE			
For hypothesis testing we tested two hypotheses that were strongly supported by the U.S. literature [23,24,25,26] and have been demonstrated previously with the LMUP [14,27]: 1) that higher scores will be associated with pregnancies continued to term and lower scores with pregnancies ending in abortion; and 2) living with a married partner will be associated with higher scores than not living with a married partner.					TRUE			
[46,47] Several data provided some support for one hypothesis that there may be existed significant interaction between p53 Arg72Pro or GSTP1 Ile105Val polymorphism and smoking, though there were not enough report support us to make meta-analysis in current research.	?		?	Y	FALSE	Y		
When Frey and Morris [23] postulated the STC hypothesis and described the first physiological properties of the synaptic tag, they showed that its setting was independent of protein synthesis and that the tag had a limited duration.	?		?		FALSE	 		
Even though one would expect that females arrive in a better condition than males for the breeding (breeding performance hypothesis ) [46], the fact that males precede females by several days can easily outbalance this relationship: earlier in the season, food sources in the breeding grounds are likely scarce, which is why it is advantageous for males to accumulated large fat resources during spring migration [46].					TRUE			
This hypothesis derived from					TRUE			
Furthermore, given that only females who could expect to gain a better quality male lost their initial preference for their partner, our results strongly suggest that divorce in zebra finches might be better explained by the better option hypothesis [4] than the incompatibility hypothesis [3].	Y		Y	Y	TRUE	Y		
One interpretation would be that the mainly herbivorous browsers are more cautious of the rotor than fish at a higher trophic level, but such a hypothesis remains doubtful and lacks support from previous work on fish boldness [35].	Y		Y	Y	TRUE	Y		
The hypothesis is compromised even further by the fact that there are no corresponding "Narten-presents" in other Indo-European branches (the long vowel reflected in the Albanian aorist ropa ''to flay, peel'' is naturally most easily explained from a lengthened grade in the aorist).	?		?	Y	FALSE	Y		
[1], [2], [3], [4], [5] The cognitive tunneling is referred to as "the allocation of attention to a particular channel of information, diagnostic hypothesis , or task goal, for a duration that is longer than optimal, given the expected cost of neglecting events on other channels, failing to consider other hypotheses, or failing to perform other tasks".					TRUE			
In support of this hypothesis , a research carried out by Kovtun and coworkers[49], found the constitutive activation of oxidative stress pathways in high plant cells by a mutation of a specific mitogen activated protein kinase 3 (MAPK3) in Arabidopsis and tobacco cells which activates, in a constitutive manner, the expression of stress response genes such as the anti-oxidant enzyme glutathione-S-transferases (GST).	Y		Y	Y	TRUE	Y		
Our interest to such studies was provoked by Delinick''s hypothesis [5] using biophysics theories in attempting an explanation on the potentization process and therapeutic effect of homeopatic remedies and the possibility to apply similar approach in sustainable agriculture.					TRUE			
The data we obtained on mIGF-1 transgenic mice are in agreement with these previous findings and support the hypothesis that IGF-1 and p53 are crucial players of muscle sarcopenia, as these animals that were previously reported to maintain the integrity of muscle mass and strength during aging without accumulation of body fat [18], resulted to have little or no expression of both Plin2 and p53.	Y		Y	Y	TRUE	Y		
